,MovieName,Year,Certificate,Runtime,Let_Rating,IMDb_Rating,Meta_Rating
726,Letter Never Sent,1960,N/A,97,4.04,-1.0,-1
727,Beyond Oblivion,1956,N/A,92,3.75,-1.0,-1
728,Shaun of the Dead,2004,N/A,99,3.98,-1.0,-1
729,Return of the Prodigal Son,1976,N/A,124,3.78,-1.0,-1
730,Uncut Gems,2019,N/A,136,3.95,-1.0,-1
731,The Middleman,1975,N/A,131,3.84,-1.0,-1
732,Hereditary,2018,N/A,128,3.98,-1.0,-1
733,Hedwig and the Angry Inch,2001,N/A,95,4.02,-1.0,-1
734,The Last Laugh,1924,N/A,90,4.02,-1.0,-1
735,The Killer,1989,N/A,110,4.08,-1.0,-1
736,Thoovanathumbikal,1987,N/A,151,3.73,-1.0,-1
737,Being There,1979,N/A,130,4.05,-1.0,-1
738,The Aviator's Wife,1981,N/A,106,3.99,-1.0,-1
739,Return of the Jedi,1983,PG,132,4.03,8.3,0
740,L'Atalante,1934,N/A,89,3.97,-1.0,-1
741,Kill Bill: Vol. 2,2004,N/A,136,4.04,-1.0,-1
742,Chimes at Midnight,1965,N/A,115,3.98,-1.0,-1
743,"Like Father, Like Son",2013,N/A,120,4.12,-1.0,-1
744,Short Cuts,1993,N/A,187,4.08,-1.0,-1
745,Labour of Love,2014,N/A,81,3.86,-1.0,-1
746,Inside Llewyn Davis,2013,N/A,104,4.04,-1.0,-1
747,Castle in the Sky,1986,N/A,125,4.03,-1.0,-1
748,A Summer's Tale,1996,N/A,113,4.07,-1.0,-1
749,The Place Without Limits,1978,N/A,110,3.83,-1.0,-1
750,Forbidden Games,1952,N/A,87,4.04,-1.0,-1
751,The 8 Diagram Pole Fighter,1984,N/A,98,4.03,-1.0,-1
752,About Elly,2009,TV-PG,119,4.1,8.0,87
753,Good Time,2017,N/A,102,4.0,-1.0,-1
754,Kuroneko,1968,N/A,100,4.02,-1.0,-1
755,Night of the Living Dead,1968,N/A,96,3.97,-1.0,-1
756,Kireedam,1989,N/A,127,3.84,-1.0,-1
757,Sullivan's Travels,1941,N/A,91,3.99,-1.0,-1
758,Platform,2000,N/A,155,4.04,-1.0,-1
759,Drive,2011,N/A,100,3.95,-1.0,-1
760,The Working Class Goes to Heaven,1971,N/A,113,3.91,-1.0,-1
761,Under the Flag of the Rising Sun,1972,N/A,96,3.91,-1.0,-1
762,The Circus,1928,Passed,72,4.02,8.1,90
763,Midnight Cowboy,1969,N/A,113,4.12,-1.0,-1
764,The Straight Story,1999,G,112,4.1,8.0,86
765,A Difficult Life,1961,N/A,118,3.98,-1.0,-1
766,Respect,2017,N/A,100,3.53,-1.0,-1
767,The Master,2012,N/A,137,4.02,-1.0,-1
768,Down by Law,1986,N/A,106,4.05,-1.0,-1
769,The Long Gray Line,1955,N/A,138,3.97,-1.0,-1
770,Manchester by the Sea,2016,N/A,138,4.09,-1.0,-1
771,One Cut of the Dead,2017,N/A,96,4.05,-1.0,-1
772,Wake in Fright,1971,N/A,109,3.99,-1.0,-1
773,Punishment Park,1971,N/A,88,4.08,-1.0,-1
774,Strangers on a Train,1951,N/A,101,4.05,-1.0,-1
775,My Dinner with Andre,1981,N/A,110,4.08,-1.0,-1
776,Paprika,2006,N/A,90,4.08,-1.0,-1
777,"Distant Voices, Still Lives",1988,N/A,84,4.01,-1.0,-1
778,The Flavor of Green Tea Over Rice,1952,N/A,116,3.99,-1.0,-1
779,First Reformed,2017,N/A,113,4.04,-1.0,-1
780,The Wind Will Carry Us,1999,N/A,118,4.02,-1.0,-1
781,Shadows of Forgotten Ancestors,1965,N/A,91,4.01,-1.0,-1
782,Die Nibelungen: Kriemhild's Revenge,1924,N/A,129,4.04,-1.0,-1
783,Les Misérables,1934,N/A,281,3.92,-1.0,-1
784,Moonrise Kingdom,2012,N/A,94,4.01,-1.0,-1
785,Barton Fink,1991,N/A,117,4.06,-1.0,-1
786,An Adventure in Space and Time,2013,N/A,83,3.93,-1.0,-1
787,La Cérémonie,1995,N/A,111,4.03,-1.0,-1
788,Mon Oncle,1958,N/A,118,4.02,-1.0,-1
789,A Limousine the Colour of Midsummer's Eve,1981,N/A,83,3.76,-1.0,-1
790,Night and the City,1950,N/A,95,4.01,-1.0,-1
791,The Thin Red Line,1998,N/A,171,4.08,-1.0,-1
792,The Thin Man,1934,N/A,91,3.94,-1.0,-1
793,"I Was Born, But...",1932,N/A,91,3.98,-1.0,-1
794,Spotlight,2015,R,129,4.07,8.1,93
795,Lady Snowblood,1973,N/A,97,4.04,-1.0,-1
796,"Norte, The End of History",2013,N/A,250,4.02,-1.0,-1
797,The Usual Suspects,1995,R,106,4.05,8.5,77
798,What Time Is It There?,2001,N/A,116,4.04,-1.0,-1
799,Waltz with Bashir,2008,N/A,90,4.03,-1.0,-1
800,Summerland,2020,N/A,100,3.82,-1.0,-1
801,Ghost in the Shell,1995,TV-MA,82,4.07,8.0,76
802,Abraham's Valley,1993,N/A,203,4.06,-1.0,-1
803,A Raisin in the Sun,1961,N/A,128,4.0,-1.0,-1
804,I Knew Her Well,1965,N/A,115,3.95,-1.0,-1
805,House,1977,N/A,88,4.0,-1.0,-1
806,Eat Drink Man Woman,1994,N/A,123,4.07,-1.0,-1
807,Bad Black,2016,N/A,72,3.9,-1.0,-1
808,Patlabor 2: The Movie,1993,N/A,113,4.1,-1.0,-1
809,20th Century Women,2016,N/A,119,3.99,-1.0,-1
810,In Cold Blood,1967,N/A,134,4.06,-1.0,-1
811,Carol,2015,N/A,118,4.0,-1.0,-1
812,3-Iron,2004,R,88,4.07,8.0,72
813,Colossal Youth,2006,N/A,155,3.97,-1.0,-1
814,Sandhesam,1991,N/A,137,3.73,-1.0,-1
815,Black Girl,1966,N/A,60,4.03,-1.0,-1
816,Laurence Anyways,2012,N/A,168,4.0,-1.0,-1
817,The Train,1964,N/A,133,4.04,-1.0,-1
818,Love & Pop,1998,N/A,110,4.1,-1.0,-1
819,Crazy World,2014,N/A,65,3.87,-1.0,-1
820,After Hours,1985,N/A,97,4.11,-1.0,-1
821,The Time to Live and the Time to Die,1985,N/A,138,4.02,-1.0,-1
822,In the Name of the Father,1993,R,133,4.1,8.1,84
823,Four Adventures of Reinette and Mirabelle,1987,N/A,95,3.99,-1.0,-1
824,Belle de Jour,1967,N/A,101,4.0,-1.0,-1
825,Ernest & Celestine,2012,N/A,78,4.07,-1.0,-1
826,The Hourglass Sanatorium,1973,N/A,119,3.98,-1.0,-1
827,Ratcatcher,1999,N/A,94,4.03,-1.0,-1
828,Thief,1981,N/A,123,4.08,-1.0,-1
829,Red Desert,1964,N/A,117,4.0,-1.0,-1
830,Swing Kids,2018,N/A,133,3.99,-1.0,-1
831,The Great Beauty,2013,N/A,142,4.08,-1.0,-1
832,Dawn of the Dead,1978,N/A,127,3.97,-1.0,-1
833,A Taxi Driver,2017,N/A,138,4.14,-1.0,-1
834,Godzilla,1954,N/A,96,4.02,-1.0,-1
835,Laura,1944,N/A,88,4.02,-1.0,-1
836,L'Eclisse,1962,N/A,126,3.97,-1.0,-1
837,The Twilight Samurai,2002,N/A,129,4.06,-1.0,-1
838,Coraline,2009,N/A,100,4.13,-1.0,-1
839,The Philadelphia Story,1940,N/A,113,3.99,-1.0,-1
840,Mouchette,1967,N/A,81,4.01,-1.0,-1
841,I Am Twenty,1964,N/A,165,4.0,-1.0,-1
842,On the Silver Globe,1988,N/A,165,4.01,-1.0,-1
843,Imitation of Life,1959,N/A,125,3.98,-1.0,-1
844,Son of Saul,2015,N/A,107,4.08,-1.0,-1
845,Killer of Sheep,1978,N/A,80,3.93,-1.0,-1
846,The Way He Looks,2014,N/A,96,3.91,-1.0,-1
847,Anne of Green Gables: The Sequel,1987,N/A,230,3.93,-1.0,-1
848,"Rio, 100 Degrees F.",1955,N/A,100,3.88,-1.0,-1
849,Lady Bird,2017,N/A,94,3.85,-1.0,-1
850,Phantom of the Paradise,1974,N/A,92,4.04,-1.0,-1
851,Safe,1995,N/A,119,3.96,-1.0,-1
852,"Three Billboards Outside Ebbing, Missouri",2017,R,115,4.02,8.2,88
853,God's Own Country,2017,N/A,105,3.97,-1.0,-1
854,Catch Me If You Can,2002,PG-13,141,4.03,8.1,75
855,The Gospel According to St. Matthew,1964,N/A,137,4.0,-1.0,-1
856,Dragon Inn,1967,N/A,111,4.0,-1.0,-1
857,Caché,2005,N/A,117,4.06,-1.0,-1
858,Dangerous Encounters of the First Kind,1980,N/A,95,3.9,-1.0,-1
859,Love and Anarchy,1973,N/A,126,3.98,-1.0,-1
860,The Ballad of Narayama,1958,N/A,98,3.97,-1.0,-1
861,A Wolf at the Door,2013,N/A,98,3.8,-1.0,-1
862,The Discreet Charm of the Bourgeoisie,1972,N/A,101,4.0,-1.0,-1
863,Daisies,1966,N/A,76,4.0,-1.0,-1
864,All About Lily Chou-Chou,2001,N/A,146,4.18,-1.0,-1
865,I'm No Longer Here,2019,N/A,112,3.97,-1.0,-1
866,A Streetcar Named Desire,1951,N/A,125,4.0,-1.0,-1
867,Pale Flower,1964,N/A,96,3.99,-1.0,-1
868,Hannah and Her Sisters,1986,N/A,107,4.01,-1.0,-1
869,The Taste of Tea,2004,N/A,143,4.1,-1.0,-1
870,Crimes and Misdemeanors,1989,N/A,104,4.02,-1.0,-1
871,"Oslo, August 31st",2011,N/A,94,4.08,-1.0,-1
872,Syndromes and a Century,2006,N/A,105,4.03,-1.0,-1
873,Boy,2010,N/A,87,4.03,-1.0,-1
874,Love in the Afternoon,1972,N/A,97,4.0,-1.0,-1
875,My Dear Brother,1973,N/A,92,3.71,-1.0,-1
876,Sing Street,2016,N/A,106,4.01,-1.0,-1
877,Toy Story 2,1999,N/A,92,3.93,-1.0,-1
878,Pariah,2011,N/A,86,3.98,-1.0,-1
879,Peeping Tom,1960,N/A,101,4.0,-1.0,-1
880,Tokyo Sonata,2008,N/A,120,4.07,-1.0,-1
881,The Executioner,1963,N/A,91,3.94,-1.0,-1
882,Tea and Sympathy,1956,N/A,123,3.99,-1.0,-1
883,Lilya 4-ever,2002,N/A,109,4.11,-1.0,-1
884,Tangerines,2013,Not Rated,87,4.02,8.2,73
885,The Beaver Trilogy,2000,N/A,83,3.82,-1.0,-1
886,Hamlet,1964,N/A,140,4.07,-1.0,-1
887,The Counterfeit Coin,1955,N/A,118,3.87,-1.0,-1
888,The Manchurian Candidate,1962,N/A,126,3.97,-1.0,-1
889,Profound Desires of the Gods,1968,N/A,173,3.96,-1.0,-1
890,Suspiria,1977,N/A,99,3.95,-1.0,-1
891,The Lion in Winter,1968,N/A,134,3.98,-1.0,-1
892,The Suspended Step of the Stork,1991,N/A,142,4.08,-1.0,-1
893,The Last Command,1928,N/A,88,3.97,-1.0,-1
894,Lightning,1952,N/A,87,3.95,-1.0,-1
895,Castaway on the Moon,2009,N/A,119,4.03,-1.0,-1
896,The Bridge,1959,N/A,103,4.01,-1.0,-1
897,Halloween,1978,N/A,91,3.81,-1.0,-1
898,The Big Sleep,1946,N/A,114,3.97,-1.0,-1
899,Trust,1990,N/A,107,3.98,-1.0,-1
900,Femmes femmes,1974,N/A,115,3.76,-1.0,-1
901,L'Argent,1983,N/A,85,3.97,-1.0,-1
902,If Beale Street Could Talk,2018,N/A,120,3.93,-1.0,-1
903,The Taking of Pelham One Two Three,1974,N/A,104,4.03,-1.0,-1
904,Punch-Drunk Love,2002,N/A,96,4.0,-1.0,-1
905,The Hill,1965,N/A,123,4.01,-1.0,-1
906,"Steamboat Bill, Jr.",1928,N/A,70,3.99,-1.0,-1
907,The Hollow Crown: Richard II,2012,N/A,149,3.88,-1.0,-1
908,The Irishman,2019,N/A,209,3.92,-1.0,-1
909,Mamma Roma,1962,N/A,110,3.98,-1.0,-1
910,Gladiator,2000,R,155,4.08,8.5,67
911,La Promesse,1996,N/A,94,3.98,-1.0,-1
912,Life of Brian,1979,R,94,3.97,8.1,77
913,The Mirror,1997,G,95,3.95,8.1,0
914,That Obscure Object of Desire,1977,N/A,103,3.97,-1.0,-1
915,Fantastic Planet,1973,N/A,72,4.01,-1.0,-1
916,Sidewalls,2011,N/A,95,3.96,-1.0,-1
917,The Vanishing,1988,N/A,106,4.03,-1.0,-1
918,The Raid 2,2014,R,150,4.01,8.0,71
919,I Saw the Devil,2010,N/A,144,4.04,-1.0,-1
920,Kiss Me Deadly,1955,N/A,106,3.97,-1.0,-1
921,"Ivan the Terrible, Part II: The Boyars' Plot",1958,N/A,86,3.98,-1.0,-1
922,Germany Year Zero,1948,N/A,72,3.98,-1.0,-1
923,State of Siege,1972,N/A,122,4.01,-1.0,-1
924,The Wind Rises,2013,N/A,126,4.07,-1.0,-1
925,Pink Floyd: The Wall,1982,R,95,4.07,8.1,0
926,Downfall,2004,R,155,4.09,8.2,82
927,La La Land,2016,PG-13,129,4.03,8.0,94
928,"What's Up, Doc?",1972,N/A,94,4.05,-1.0,-1
929,The Breadwinner,2017,N/A,94,4.02,-1.0,-1
930,Shutter Island,2010,R,138,4.09,8.2,63
931,Memories of Matsuko,2006,N/A,130,4.08,-1.0,-1
932,Frances Ha,2012,N/A,86,4.03,-1.0,-1
933,The Trial,1962,N/A,119,4.01,-1.0,-1
934,Floating Clouds,1955,N/A,123,3.94,-1.0,-1
935,The Only Son,1936,N/A,87,3.98,-1.0,-1
936,Cold War,2018,N/A,88,4.02,-1.0,-1
937,Gett: The Trial of Viviane Amsalem,2014,N/A,115,4.0,-1.0,-1
938,This Is Spinal Tap,1984,N/A,82,3.94,-1.0,-1
939,The Killing,1956,N/A,85,3.99,-1.0,-1
940,System Crasher,2019,N/A,118,3.94,-1.0,-1
941,The Sound of Music,1965,N/A,174,4.08,-1.0,-1
942,Él,1953,N/A,92,3.94,-1.0,-1
943,My Man Godfrey,1936,N/A,95,3.92,-1.0,-1
944,Kings of the Road,1976,N/A,176,3.98,-1.0,-1
945,Benilde or the Virgin Mother,1975,N/A,112,3.83,-1.0,-1
946,Limite,1931,N/A,120,3.79,-1.0,-1
947,The Right Stuff,1983,N/A,193,3.98,-1.0,-1
948,The 36th Chamber of Shaolin,1978,N/A,115,3.99,-1.0,-1
949,Battleship Potemkin,1925,N/A,75,3.99,-1.0,-1
950,Santa Sangre,1989,N/A,123,3.99,-1.0,-1
951,Rebels of the Neon God,1992,N/A,106,3.97,-1.0,-1
952,When Harry Met Sally...,1989,N/A,96,4.03,-1.0,-1
953,The Death of Mr. Lazarescu,2005,N/A,150,4.02,-1.0,-1
954,The End of Summer,1961,N/A,103,3.95,-1.0,-1
955,The Watermelon Woman,1996,N/A,85,4.0,-1.0,-1
956,The Maltese Falcon,1941,N/A,100,3.93,-1.0,-1
957,Heroic Purgatory,1970,N/A,121,3.94,-1.0,-1
958,Bigger Than Life,1956,N/A,95,3.93,-1.0,-1
959,Hud,1963,N/A,112,3.99,-1.0,-1
960,Jean de Florette,1986,N/A,120,3.96,-1.0,-1
961,Drishyam,2013,Not Rated,164,3.9,8.2,0
962,The Fall,2006,N/A,117,4.04,-1.0,-1
963,The Bridge of Arts,2004,N/A,126,3.92,-1.0,-1
